file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
mav_prodShadow1_baka,0.0,0.72,mav,-47.436309814453125,-52.37826728820801,1.0487401985228364,12.52015288769584
jkw_prodShadow1_daka1,0.0,1.1277324263038548,jkw,-52.608178062776545,-57.043328285217285,1.0487401985228364,14.12953443055382
jkw_prodShadow1_bala,0.0,1.2078231292517008,jkw,-50.17626953125,-55.72818183898926,1.0487401985228364,13.796401541218426
mav_prodShadow1_caca1,0.0,0.761,mav,-50.47238641036184,-49.64884281158447,1.0487401985228364,10.822393169628306
mam_prodShadow1_gaka,0.0,0.708,mam,-53.621086872799296,-57.57820129394531,1.0487401985228364,13.864968170716375
mav_prodShadow1_apa2,0.0,0.8788662131519275,mav,-49.77213356711648,-49.093980153401695,1.0487401985228364,10.709117414249121
mam_prodShadow1_gaka1,0.0,0.6768480725623582,mam,-57.742119284237134,-58.443617820739746,1.0487399656728826,15.302932029136187
jal_prodShadow1_eda2,0.0,1.249546485260771,jal,-43.13204296875,-45.255313873291016,1.0307470583648444,16.70217018562327
bco_prodShadow1_bola2,0.0,0.6478004535147392,bco,-57.086512169471156,-55.12195682525635,1.0222369924028187,13.509103468261497
bco_prodShadow1_bola,0.0,0.6078458049886621,bco,-53.99033843493852,-53.892123222351074,1.0222369924028187,11.10067901352549
jmt_prodShadow1_bola1,0.0,1.034,jmt,-51.47049927942961,-51.3578462600708,1.0222369470679515,15.350287794561405
jmt_prodShadow1_ita2,0.0,0.8649659863945578,jmt,-53.6834646641523,-55.063348134358726,1.0165305951718173,13.692527275289635
jal_prodShadow1_ita1,0.0,1.017,jal,-49.50067018995098,-51.36843999226888,1.0165305951718173,13.156607617738645
ems_prodShadow1_ita2,0.0,1.003,ems,-53.856201171875,-60.32666269938151,1.0165305951718173,9.554459178625352
jal_prodShadow1_ita,0.0,0.8228344671201814,jal,-49.323593511814025,-53.0780881245931,1.0165305951718173,13.326682714950632
